code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002000000,FS_Combas-A002100000,FS_Combas-A002200000,FS_Combas-A002101000,FS_Combas-A002201000,FS_Combas-A003000000,FS_Comins-B002000000,Shrcr1,Shrhfd5,listing_year
200553.0,2005,安道麦B,242216990.77,1667788212.86,766058540.83,661281640.83,104776900,309350000,90000000,901729672.03,6572167.75,,,
200570.0,2005,苏常柴B,393733696.65,1830769349.58,933115451.31,907938127.25,25177324.06,276000000,9324500,897653898.27,47035238.53,,,
200581.0,2005,苏威孚B,774191718.53,4472615180.87,1945638539.61,1847864643.07,97773896.54,1088913724.8,73000000,2526976641.26,223655543.89,,,
200596.0,2005,古井贡B,102168113.84,1335726228.45,525388282.46,455288282.46,70100000,20000000,70100000,810337945.99,5004565.46,,,
200613.0,2005,东海B退,3138751.79,156380145.77,203244490.74,145888861.49,57355629.25,16098222.4,0,-46864344.97,7494406.85,,,
200625.0,2005,长安B,3786227110,18651497629,10261625198,8910042309,1351582889,1078936750,964038500,8389872431,313981803,,,
200706.0,2005,瓦轴B,153994783.26,2391755872.42,1297377805,1226626557.05,70751247.95,439950235.14,69000000,1094378067.42,30866891.75,,,
200725.0,2005,京东方B,2080680420,20922521843,17311000249,6503853341,10807146908,3268593622,7995289932,3611521594,-1496090749,,,
200726.0,2005,鲁泰B,215134149.92,4415685413.31,2481343386.09,1984189648.76,497153737.33,1107015860,483964732,1934342027.22,333128327.21,,,
200761.0,2005,本钢板B,1897512783.95,7674992160.18,2366073702.07,2074194398.29,291879303.78,20000000,291879303.78,5308918458.11,632216696.89,,,
200770.0,2005,武锅B退,650937240.82,3124848664.38,2489767255.12,2349763695.73,140003559.39,353500000,140000000,635081409.26,29617475.51,,,
200771.0,2005,杭汽轮B,327611867.29,2064225197.43,1160690121.98,1156847121.98,3843000,10000000,,903535075.45,373928823.87,,,
200869.0,2005,张裕B,1161141055,2347684371,460200945,460200945,0,0,0,1887483426,313385243,,,
200986.0,2005,粤华包B,157833360.78,2178899877.68,932248070.2,494395187.36,437852882.84,212572179.85,436882882.84,1246651807.48,72305096.41,,,
200992.0,2005,中鲁B,23279308,467801859,426169377,392554077,33615300,230721032,12105300,41632482,-44259677,,,
201872.0,2005,招港B,143257200,4573762884,1538266411,1079457377,458809034,707709752,358196845,3035496473,903727132,,,
300001.0,2005,特锐德,,,,,,,,,,,,2009.0
300002.0,2005,神州泰岳,,,,,,,,,,,,2009.0
300003.0,2005,乐普医疗,,,,,,,,,,,,2009.0
300004.0,2005,南风股份,,,,,,,,,,,,2009.0
300005.0,2005,探路者,,,,,,,,,,,,2009.0
300006.0,2005,莱美药业,,,,,,,,,,,,2009.0
300007.0,2005,汉威科技,,,,,,,,,,,,2009.0
300008.0,2005,天海防务,,,,,,,,,,,,2009.0
300009.0,2005,安科生物,,,,,,,,,,,,2009.0
300010.0,2005,豆神教育,,,,,,,,,,,,2009.0
300011.0,2005,鼎汉技术,,,,,,,,,,,,2009.0
300012.0,2005,华测检测,,,,,,,,,,,,2009.0
300013.0,2005,新宁物流,,,,,,,,,,,,2009.0
300014.0,2005,亿纬锂能,,,,,,,,,,,,2009.0
300015.0,2005,爱尔眼科,,,,,,,,,,,,2009.0
300016.0,2005,北陆药业,,,,,,,,,,,,2009.0
300017.0,2005,网宿科技,,,,,,,,,,,,2009.0
300018.0,2005,中元股份,,,,,,,,,,,,2009.0
300019.0,2005,硅宝科技,,,,,,,,,,,,2009.0
300020.0,2005,*ST 银江,,,,,,,,,,,,2009.0
300021.0,2005,大禹节水,,,,,,,,,,,,2009.0
300022.0,2005,吉峰科技,,,,,,,,,,,,2009.0
300023.0,2005,宝德退,,,,,,,,,,,,2009.0
300024.0,2005,机器人,,,,,,,,,,,,2009.0
300025.0,2005,华星创业,,,,,,,,,,,,2009.0
300026.0,2005,红日药业,,,,,,,,,,,,2009.0
300027.0,2005,华谊兄弟,,,,,,,,,,,,2009.0
300028.0,2005,金亚退,,,,,,,,,,,,2009.0
300029.0,2005,*ST 天龙,,,,,,,,,,,,2009.0
300030.0,2005,阳普医疗,,,,,,,,,,,,2009.0
300031.0,2005,宝通科技,,,,,,,,,,,,2009.0
300032.0,2005,金龙机电,,,,,,,,,,,,2009.0
300033.0,2005,同花顺,,,,,,,,,,,,2009.0
300034.0,2005,钢研高纳,,,,,,,,,,,,2009.0
300035.0,2005,中科电气,,,,,,,,,,,,2009.0
300036.0,2005,超图软件,,,,,,,,,,,,2009.0
300037.0,2005,新宙邦,,,,,,,,,,,,2010.0
300038.0,2005,数知退,,,,,,,,,,,,2010.0
300039.0,2005,上海凯宝,,,,,,,,,,,,2010.0
300040.0,2005,九洲集团,,,,,,,,,,,,2010.0
300041.0,2005,回天新材,,,,,,,,,,,,2010.0
300042.0,2005,朗科科技,,,,,,,,,,,,2010.0
300043.0,2005,星辉娱乐,,,,,,,,,,,,2010.0
300044.0,2005,ST 赛为,,,,,,,,,,,,2010.0
300045.0,2005,华力创通,,,,,,,,,,,,2010.0
300046.0,2005,台基股份,,,,,,,,,,,,2010.0
300047.0,2005,天源迪科,,,,,,,,,,,,2010.0
300048.0,2005,合康新能,,,,,,,,,,,,2010.0
300049.0,2005,福瑞股份,,,,,,,,,,,,2010.0
300050.0,2005,世纪鼎利,,,,,,,,,,,,2010.0
300051.0,2005,琏升科技,,,,,,,,,,,,2010.0
300052.0,2005,ST 中青宝,,,,,,,,,,,,2010.0
300053.0,2005,航宇微,,,,,,,,,,,,2010.0
300054.0,2005,鼎龙股份,,,,,,,,,,,,2010.0
300055.0,2005,万邦达,,,,,,,,,,,,2010.0
300056.0,2005,中创环保,,,,,,,,,,,,2010.0
300057.0,2005,万顺新材,,,,,,,,,,,,2010.0
300058.0,2005,蓝色光标,,,,,,,,,,,,2010.0
300059.0,2005,东方财富,,,,,,,,,,,,2010.0
300061.0,2005,旗天科技,,,,,,,,,,,,2010.0
300062.0,2005,中能电气,,,,,,,,,,,,2010.0
300063.0,2005,天龙集团,,,,,,,,,,,,2010.0
300064.0,2005,金刚退,,,,,,,,,,,,2010.0
300065.0,2005,海兰信,,,,,,,,,,,,2010.0
300066.0,2005,三川智慧,,,,,,,,,,,,2010.0
300067.0,2005,安诺其,,,,,,,,,,,,2010.0
300068.0,2005,南都电源,,,,,,,,,,,,2010.0
300069.0,2005,金利华电,,,,,,,,,,,,2010.0
300070.0,2005,碧水源,,,,,,,,,,,,2010.0
300071.0,2005,福石控股,,,,,,,,,,,,2010.0
300072.0,2005,海新能科,,,,,,,,,,,,2010.0
300073.0,2005,当升科技,,,,,,,,,,,,2010.0
300074.0,2005,华平股份,,,,,,,,,,,,2010.0
300075.0,2005,数字政通,,,,,,,,,,,,2010.0
300076.0,2005,GQY视讯,,,,,,,,,,,,2010.0
300077.0,2005,国民技术,,,,,,,,,,,,2010.0
300078.0,2005,思创医惠,,,,,,,,,,,,2010.0
300079.0,2005,数码视讯,,,,,,,,,,,,2010.0
300080.0,2005,易成新能,,,,,,,,,,,,2010.0
300081.0,2005,恒信东方,,,,,,,,,,,,2010.0
300082.0,2005,奥克股份,,,,,,,,,,,,2010.0
300083.0,2005,创世纪,,,,,,,,,,,,2010.0
300084.0,2005,海默科技,,,,,,,,,,,,2010.0
300085.0,2005,银之杰,,,,,,,,,,,,2010.0
300086.0,2005,康芝药业,,,,,,,,,,,,2010.0
300087.0,2005,荃银高科,,,,,,,,,,,,2010.0
300088.0,2005,长信科技,,,,,,,,,,,,2010.0
300089.0,2005,文化退,,,,,,,,,,,,2010.0
300090.0,2005,盛运退,,,,,,,,,,,,2010.0
300091.0,2005,金通灵,,,,,,,,,,,,2010.0
300092.0,2005,科新机电,,,,,,,,,,,,2010.0
300093.0,2005,*ST 金刚,,,,,,,,,,,,2010.0
300094.0,2005,国联水产,,,,,,,,,,,,2010.0
300095.0,2005,华伍股份,,,,,,,,,,,,2010.0
300096.0,2005,ST 易联众,,,,,,,,,,,,2010.0
300097.0,2005,ST 智云,,,,,,,,,,,,2010.0
300098.0,2005,高新兴,,,,,,,,,,,,2010.0
300099.0,2005,尤洛卡,,,,,,,,,,,,2010.0
300100.0,2005,双林股份,,,,,,,,,,,,2010.0
300101.0,2005,振芯科技,,,,,,,,,,,,2010.0
300102.0,2005,乾照光电,,,,,,,,,,,,2010.0
300103.0,2005,达刚控股,,,,,,,,,,,,2010.0
300104.0,2005,乐视退,,,,,,,,,,,,2010.0
300105.0,2005,龙源技术,,,,,,,,,,,,2010.0
300106.0,2005,西部牧业,,,,,,,,,,,,2010.0
300107.0,2005,建新股份,,,,,,,,,,,,2010.0
300108.0,2005,*ST 吉药,,,,,,,,,,,,2010.0
300109.0,2005,新开源,,,,,,,,,,,,2010.0
300110.0,2005,华仁药业,,,,,,,,,,,,2010.0
300111.0,2005,向日葵,,,,,,,,,,,,2010.0
300112.0,2005,万讯自控,,,,,,,,,,,,2010.0
300113.0,2005,顺网科技,,,,,,,,,,,,2010.0
300114.0,2005,中航电测,,,,,,,,,,,,2010.0
300115.0,2005,长盈精密,,,,,,,,,,,,2010.0
300116.0,2005,*ST 保力,,,,,,,,,,,,2010.0
300117.0,2005,*ST 嘉寓,,,,,,,,,,,,2010.0
300118.0,2005,东方日升,,,,,,,,,,,,2010.0
300119.0,2005,瑞普生物,,,,,,,,,,,,2010.0
300120.0,2005,经纬辉开,,,,,,,,,,,,2010.0
300121.0,2005,阳谷华泰,,,,,,,,,,,,2010.0
300122.0,2005,智飞生物,,,,,,,,,,,,2010.0
300123.0,2005,亚光科技,,,,,,,,,,,,2010.0
300124.0,2005,汇川技术,,,,,,,,,,,,2010.0
300125.0,2005,*ST 聆达,,,,,,,,,,,,2010.0
300126.0,2005,锐奇股份,,,,,,,,,,,,2010.0
300127.0,2005,银河磁体,,,,,,,,,,,,2010.0
300128.0,2005,锦富技术,,,,,,,,,,,,2010.0
300129.0,2005,泰胜风能,,,,,,,,,,,,2010.0
300130.0,2005,新国都,,,,,,,,,,,,2010.0
300131.0,2005,英唐智控,,,,,,,,,,,,2010.0
300132.0,2005,青松股份,,,,,,,,,,,,2010.0
300133.0,2005,华策影视,,,,,,,,,,,,2010.0
300134.0,2005,大富科技,,,,,,,,,,,,2010.0
300135.0,2005,宝利国际,,,,,,,,,,,,2010.0
300136.0,2005,信维通信,,,,,,,,,,,,2010.0
300137.0,2005,ST 先河,,,,,,,,,,,,2010.0
300138.0,2005,晨光生物,,,,,,,,,,,,2010.0
300139.0,2005,晓程科技,,,,,,,,,,,,2010.0
300140.0,2005,节能环境,,,,,,,,,,,,2010.0
300141.0,2005,和顺电气,,,,,,,,,,,,2010.0
300142.0,2005,沃森生物,,,,,,,,,,,,2010.0
300143.0,2005,盈康生命,,,,,,,,,,,,2010.0
300144.0,2005,宋城演艺,,,,,,,,,,,,2010.0
300145.0,2005,南方泵业,,,,,,,,,,,,2010.0
300146.0,2005,汤臣倍健,,,,,,,,,,,,2010.0
300147.0,2005,ST 香雪,,,,,,,,,,,,2010.0
300148.0,2005,天舟文化,,,,,,,,,,,,2010.0
300149.0,2005,睿智医药,,,,,,,,,,,,2010.0
300150.0,2005,世纪瑞尔,,,,,,,,,,,,2010.0
300151.0,2005,昌红科技,,,,,,,,,,,,2010.0
300152.0,2005,ST 新动力,,,,,,,,,,,,2010.0
300153.0,2005,科泰电源,,,,,,,,,,,,2010.0
300154.0,2005,瑞凌股份,,,,,,,,,,,,2010.0
300155.0,2005,安居宝,,,,,,,,,,,,2011.0
300156.0,2005,神雾退,,,,,,,,,,,,2011.0
300157.0,2005,新锦动力,,,,,,,,,,,,2011.0
300158.0,2005,振东制药,,,,,,,,,,,,2011.0
300159.0,2005,*ST 新研,,,,,,,,,,,,2011.0
300160.0,2005,秀强股份,,,,,,,,,,,,2011.0
300161.0,2005,华中数控,,,,,,,,,,,,2011.0
300162.0,2005,雷曼光电,,,,,,,,,,,,2011.0
300163.0,2005,ST 先锋,,,,,,,,,,,,2011.0
300164.0,2005,通源石油,,,,,,,,,,,,2011.0
300165.0,2005,ST 天瑞,,,,,,,,,,,,2011.0
300166.0,2005,东方国信,,,,,,,,,,,,2011.0
300167.0,2005,*ST 迪威,,,,,,,,,,,,2011.0
300168.0,2005,万达信息,,,,,,,,,,,,2011.0
300169.0,2005,天晟新材,,,,,,,,,,,,2011.0
300170.0,2005,汉得信息,,,,,,,,,,,,2011.0
300171.0,2005,东富龙,,,,,,,,,,,,2011.0
300172.0,2005,中电环保,,,,,,,,,,,,2011.0
300173.0,2005,福能东方,,,,,,,,,,,,2011.0
300174.0,2005,元力股份,,,,,,,,,,,,2011.0
300175.0,2005,ST 朗源,,,,,,,,,,,,2011.0
300176.0,2005,鸿特科技,,,,,,,,,,,,2011.0
300177.0,2005,中海达,,,,,,,,,,,,2011.0
300178.0,2005,腾邦退,,,,,,,,,,,,2011.0
300179.0,2005,四方达,,,,,,,,,,,,2011.0
300180.0,2005,华峰超纤,,,,,,,,,,,,2011.0
300181.0,2005,佐力药业,,,,,,,,,,,,2011.0
300182.0,2005,捷成股份,,,,,,,,,,,,2011.0
300183.0,2005,东软载波,,,,,,,,,,,,2011.0
300184.0,2005,力源信息,,,,,,,,,,,,2011.0
300185.0,2005,通裕重工,,,,,,,,,,,,2011.0
300186.0,2005,大华农,,,,,,,,,,,,2011.0
300187.0,2005,永清环保,,,,,,,,,,,,2011.0
300188.0,2005,国投智能,,,,,,,,,,,,2011.0
300189.0,2005,神农种业,,,,,,,,,,,,2011.0
300190.0,2005,维尔利,,,,,,,,,,,,2011.0
300191.0,2005,潜能恒信,,,,,,,,,,,,2011.0
300192.0,2005,科德教育,,,,,,,,,,,,2011.0
300193.0,2005,佳士科技,,,,,,,,,,,,2011.0
300194.0,2005,福安药业,,,,,,,,,,,,2011.0
300195.0,2005,长荣股份,,,,,,,,,,,,2011.0
300196.0,2005,长海股份,,,,,,,,,,,,2011.0
300197.0,2005,节能铁汉,,,,,,,,,,,,2011.0
300198.0,2005,ST 纳川,,,,,,,,,,,,2011.0
300199.0,2005,翰宇药业,,,,,,,,,,,,2011.0
300200.0,2005,高盟新材,,,,,,,,,,,,2011.0
300201.0,2005,海伦哲,,,,,,,,,,,,2011.0
300202.0,2005,聚龙退,,,,,,,,,,,,2011.0
300203.0,2005,聚光科技,,,,,,,,,,,,2011.0
300204.0,2005,舒泰神,,,,,,,,,,,,2011.0
300205.0,2005,*ST 天喻,,,,,,,,,,,,2011.0
300206.0,2005,理邦仪器,,,,,,,,,,,,2011.0
300207.0,2005,欣旺达,,,,,,,,,,,,2011.0
300208.0,2005,*ST 中程,,,,,,,,,,,,2011.0
300209.0,2005,有棵树,,,,,,,,,,,,2011.0
300210.0,2005,森远股份,,,,,,,,,,,,2011.0
300211.0,2005,*ST 亿通,,,,,,,,,,,,2011.0
300212.0,2005,易华录,,,,,,,,,,,,2011.0
300213.0,2005,佳讯飞鸿,,,,,,,,,,,,2011.0
300214.0,2005,日科化学,,,,,,,,,,,,2011.0
300215.0,2005,电科院,,,,,,,,,,,,2011.0
300216.0,2005,千山退,,,,,,,,,,,,2011.0
300217.0,2005,东方电热,,,,,,,,,,,,2011.0
300218.0,2005,安利股份,,,,,,,,,,,,2011.0
300219.0,2005,鸿利智汇,,,,,,,,,,,,2011.0
300220.0,2005,金运激光,,,,,,,,,,,,2011.0
300221.0,2005,银禧科技,,,,,,,,,,,,2011.0
300222.0,2005,科大智能,,,,,,,,,,,,2011.0
300223.0,2005,北京君正,,,,,,,,,,,,2011.0
300224.0,2005,正海磁材,,,,,,,,,,,,2011.0
300225.0,2005,金力泰,,,,,,,,,,,,2011.0
300226.0,2005,上海钢联,,,,,,,,,,,,2011.0
300227.0,2005,光韵达,,,,,,,,,,,,2011.0
300228.0,2005,富瑞特装,,,,,,,,,,,,2011.0
300229.0,2005,拓尔思,,,,,,,,,,,,2011.0
300230.0,2005,永利股份,,,,,,,,,,,,2011.0
300231.0,2005,银信科技,,,,,,,,,,,,2011.0
300232.0,2005,洲明科技,,,,,,,,,,,,2011.0
300233.0,2005,金城医药,,,,,,,,,,,,2011.0
300234.0,2005,开尔新材,,,,,,,,,,,,2011.0
300235.0,2005,方直科技,,,,,,,,,,,,2011.0
300236.0,2005,上海新阳,,,,,,,,,,,,2011.0
300237.0,2005,美晨科技,,,,,,,,,,,,2011.0
300238.0,2005,冠昊生物,,,,,,,,,,,,2011.0
300239.0,2005,东宝生物,,,,,,,,,,,,2011.0
300240.0,2005,飞力达,,,,,,,,,,,,2011.0
300241.0,2005,瑞丰光电,,,,,,,,,,,,2011.0
300242.0,2005,佳云科技,,,,,,,,,,,,2011.0
300243.0,2005,瑞丰高材,,,,,,,,,,,,2011.0
300244.0,2005,迪安诊断,,,,,,,,,,,,2011.0
300245.0,2005,天玑科技,,,,,,,,,,,,2011.0
300246.0,2005,宝莱特,,,,,,,,,,,,2011.0
300247.0,2005,融捷健康,,,,,,,,,,,,2011.0
300248.0,2005,新开普,,,,,,,,,,,,2011.0
300249.0,2005,依米康,,,,,,,,,,,,2011.0
300250.0,2005,初灵信息,,,,,,,,,,,,2011.0
300251.0,2005,光线传媒,,,,,,,,,,,,2011.0
300252.0,2005,金信诺,,,,,,,,,,,,2011.0
300253.0,2005,卫宁健康,,,,,,,,,,,,2011.0
300254.0,2005,仟源医药,,,,,,,,,,,,2011.0
300255.0,2005,常山药业,,,,,,,,,,,,2011.0
300256.0,2005,星星科技,,,,,,,,,,,,2011.0
300257.0,2005,开山股份,,,,,,,,,,,,2011.0
300258.0,2005,精锻科技,,,,,,,,,,,,2011.0
300259.0,2005,新天科技,,,,,,,,,,,,2011.0
300260.0,2005,新莱应材,,,,,,,,,,,,2011.0
300261.0,2005,雅本化学,,,,,,,,,,,,2011.0
300262.0,2005,*ST 巴安,,,,,,,,,,,,2011.0
300263.0,2005,隆华科技,,,,,,,,,,,,2011.0
300264.0,2005,佳创视讯,,,,,,,,,,,,2011.0
300265.0,2005,通光线缆,,,,,,,,,,,,2011.0
300266.0,2005,兴源环境,,,,,,,,,,,,2011.0
300267.0,2005,尔康制药,,,,,,,,,,,,2011.0
300268.0,2005,*ST 佳沃,,,,,,,,,,,,2011.0
300269.0,2005,联建光电,,,,,,,,,,,,2011.0
300270.0,2005,中威电子,,,,,,,,,,,,2011.0
300271.0,2005,华宇软件,,,,,,,,,,,,2011.0
300272.0,2005,开能健康,,,,,,,,,,,,2011.0
300273.0,2005,和佳退,,,,,,,,,,,,2011.0
300274.0,2005,阳光电源,,,,,,,,,,,,2011.0
300275.0,2005,梅安森,,,,,,,,,,,,2011.0
300276.0,2005,三丰智能,,,,,,,,,,,,2011.0
300277.0,2005,海联讯,,,,,,,,,,,,2011.0
300278.0,2005,华昌达,,,,,,,,,,,,2011.0
300279.0,2005,和晶科技,,,,,,,,,,,,2011.0
300280.0,2005,*ST 紫天,,,,,,,,,,,,2011.0
300281.0,2005,金明精机,,,,,,,,,,,,2011.0
300282.0,2005,三盛退,,,,,,,,,,,,2011.0
300283.0,2005,温州宏丰,,,,,,,,,,,,2012.0
300284.0,2005,苏交科,,,,,,,,,,,,2012.0
300285.0,2005,国瓷材料,,,,,,,,,,,,2012.0
300286.0,2005,安科瑞,,,,,,,,,,,,2012.0
300287.0,2005,飞利信,,,,,,,,,,,,2012.0
300288.0,2005,朗玛信息,,,,,,,,,,,,2012.0
300289.0,2005,利德曼,,,,,,,,,,,,2012.0
300290.0,2005,荣科科技,,,,,,,,,,,,2012.0
300291.0,2005,百纳千成,,,,,,,,,,,,2012.0
300292.0,2005,吴通控股,,,,,,,,,,,,2012.0
300293.0,2005,蓝英装备,,,,,,,,,,,,2012.0
300294.0,2005,博雅生物,,,,,,,,,,,,2012.0
300295.0,2005,三六五网,,,,,,,,,,,,2012.0
300296.0,2005,利亚德,,,,,,,,,,,,2012.0
300297.0,2005,蓝盾退,,,,,,,,,,,,2012.0
300298.0,2005,三诺生物,,,,,,,,,,,,2012.0
300299.0,2005,富春股份,,,,,,,,,,,,2012.0
300300.0,2005,ST 峡创,,,,,,,,,,,,2012.0
300301.0,2005,*ST 长方,,,,,,,,,,,,2012.0
300302.0,2005,同有科技,,,,,,,,,,,,2012.0
300303.0,2005,聚飞光电,,,,,,,,,,,,2012.0
300304.0,2005,云意电气,,,,,,,,,,,,2012.0
300305.0,2005,裕兴股份,,,,,,,,,,,,2012.0
300306.0,2005,远方信息,,,,,,,,,,,,2012.0
300307.0,2005,慈星股份,,,,,,,,,,,,2012.0
300308.0,2005,中际旭创,,,,,,,,,,,,2012.0
300309.0,2005,吉艾退,,,,,,,,,,,,2012.0
300310.0,2005,宜通世纪,,,,,,,,,,,,2012.0
300311.0,2005,任子行,,,,,,,,,,,,2012.0
300312.0,2005,邦讯退,,,,,,,,,,,,2012.0
300313.0,2005,*ST 天山,,,,,,,,,,,,2012.0
300314.0,2005,戴维医疗,,,,,,,,,,,,2012.0
300315.0,2005,掌趣科技,,,,,,,,,,,,2012.0
300316.0,2005,晶盛机电,,,,,,,,,,,,2012.0
300317.0,2005,珈伟新能,,,,,,,,,,,,2012.0
300318.0,2005,博晖创新,,,,,,,,,,,,2012.0
300319.0,2005,麦捷科技,,,,,,,,,,,,2012.0
300320.0,2005,海达股份,,,,,,,,,,,,2012.0
300321.0,2005,同大股份,,,,,,,,,,,,2012.0
300322.0,2005,硕贝德,,,,,,,,,,,,2012.0
300323.0,2005,华灿光电,,,,,,,,,,,,2012.0
300324.0,2005,旋极信息,,,,,,,,,,,,2012.0
300325.0,2005,德威退,,,,,,,,,,,,2012.0
300326.0,2005,ST 凯利,,,,,,,,,,,,2012.0
300327.0,2005,中颖电子,,,,,,,,,,,,2012.0
300328.0,2005,宜安科技,,,,,,,,,,,,2012.0
300329.0,2005,海伦钢琴,,,,,,,,,,,,2012.0
300330.0,2005,计通退,,,,,,,,,,,,2012.0
300331.0,2005,苏大维格,,,,,,,,,,,,2012.0
300332.0,2005,天壕能源,,,,,,,,,,,,2012.0
300333.0,2005,兆日科技,,,,,,,,,,,,2012.0
300334.0,2005,津膜科技,,,,,,,,,,,,2012.0
300335.0,2005,迪森股份,,,,,,,,,,,,2012.0
300336.0,2005,新文退,,,,,,,,,,,,2012.0
300337.0,2005,银邦股份,,,,,,,,,,,,2012.0
300338.0,2005,*ST 开元,,,,,,,,,,,,2012.0
300339.0,2005,润和软件,,,,,,,,,,,,2012.0
300340.0,2005,科恒股份,,,,,,,,,,,,2012.0
300341.0,2005,麦克奥迪,,,,,,,,,,,,2012.0
300342.0,2005,天银机电,,,,,,,,,,,,2012.0
300343.0,2005,ST 联创,,,,,,,,,,,,2012.0
300344.0,2005,ST 立方,,,,,,,,,,,,2012.0
300345.0,2005,华民股份,,,,,,,,,,,,2012.0
300346.0,2005,南大光电,,,,,,,,,,,,2012.0
300347.0,2005,泰格医药,,,,,,,,,,,,2012.0
300348.0,2005,长亮科技,,,,,,,,,,,,2012.0
300349.0,2005,金卡智能,,,,,,,,,,,,2012.0
300350.0,2005,华鹏飞,,,,,,,,,,,,2012.0
300351.0,2005,永贵电器,,,,,,,,,,,,2012.0
300352.0,2005,北信源,,,,,,,,,,,,2012.0
300353.0,2005,东土科技,,,,,,,,,,,,2012.0
300354.0,2005,东华测试,,,,,,,,,,,,2012.0
300355.0,2005,蒙草生态,,,,,,,,,,,,2012.0
300356.0,2005,光一退,,,,,,,,,,,,2012.0
300357.0,2005,我武生物,,,,,,,,,,,,2014.0
300358.0,2005,楚天科技,,,,,,,,,,,,2014.0
300359.0,2005,全通教育,,,,,,,,,,,,2014.0
300360.0,2005,炬华科技,,,,,,,,,,,,2014.0
300362.0,2005,天翔退,,,,,,,,,,,,2014.0
300363.0,2005,博腾股份,,,,,,,,,,,,2014.0
300364.0,2005,中文在线,,,,,,,,,,,,2015.0
300365.0,2005,恒华科技,,,,,,,,,,,,2014.0
300366.0,2005,创意信息,,,,,,,,,,,,2014.0
300367.0,2005,网力退,,,,,,,,,,,,2014.0
300368.0,2005,汇金股份,,,,,,,,,,,,2014.0
300369.0,2005,绿盟科技,,,,,,,,,,,,2014.0
300370.0,2005,安控科技,,,,,,,,,,,,2014.0
300371.0,2005,汇中股份,,,,,,,,,,,,2014.0
300372.0,2005,欣泰退,,,,,,,,,,,,2014.0
300373.0,2005,扬杰科技,,,,,,,,,,,,2014.0
300374.0,2005,中铁装配,,,,,,,,,,,,2015.0
300375.0,2005,鹏翎股份,,,,,,,,,,,,2014.0
300376.0,2005,ST 易事特,,,,,,,,,,,,2014.0
300377.0,2005,赢时胜,,,,,,,,,,,,2014.0
300378.0,2005,鼎捷数智,,,,,,,,,,,,2014.0
300379.0,2005,*ST 东通,,,,,,,,,,,,2014.0
300380.0,2005,安硕信息,,,,,,,,,,,,2014.0
300381.0,2005,溢多利,,,,,,,,,,,,2014.0
300382.0,2005,斯莱克,,,,,,,,,,,,2014.0
300383.0,2005,光环新网,,,,,,,,,,,,2014.0
300384.0,2005,三联虹普,,,,,,,,,,,,2014.0
300385.0,2005,雪浪环境,,,,,,,,,,,,2014.0
300386.0,2005,飞天诚信,,,,,,,,,,,,2014.0
300387.0,2005,富邦科技,,,,,,,,,,,,2014.0
300388.0,2005,节能国祯,,,,,,,,,,,,2014.0
300389.0,2005,艾比森,,,,,,,,,,,,2014.0
300390.0,2005,天华新能,,,,,,,,,,,,2014.0
300391.0,2005,*ST 长药,,,,,,,,,,,,2014.0
300392.0,2005,腾信退,,,,,,,,,,,,2014.0
300393.0,2005,中来股份,,,,,,,,,,,,2014.0
300394.0,2005,天孚通信,,,,,,,,,,,,2015.0
300395.0,2005,菲利华,,,,,,,,,,,,2014.0
300396.0,2005,迪瑞医疗,,,,,,,,,,,,2014.0
300397.0,2005,天和防务,,,,,,,,,,,,2014.0
300398.0,2005,飞凯材料,,,,,,,,,,,,2014.0
300399.0,2005,天利科技,,,,,,,,,,,,2014.0
300400.0,2005,劲拓股份,,,,,,,,,,,,2014.0
300401.0,2005,花园生物,,,,,,,,,,,,2014.0
300402.0,2005,宝色股份,,,,,,,,,,,,2014.0
300403.0,2005,汉宇集团,,,,,,,,,,,,2014.0
300404.0,2005,博济医药,,,,,,,,,,,,2015.0
300405.0,2005,科隆股份,,,,,,,,,,,,2014.0
300406.0,2005,九强生物,,,,,,,,,,,,2014.0
300407.0,2005,凯发电气,,,,,,,,,,,,2014.0
300408.0,2005,三环集团,,,,,,,,,,,,2014.0
300409.0,2005,道氏技术,,,,,,,,,,,,2014.0
300410.0,2005,正业科技,,,,,,,,,,,,2014.0
300411.0,2005,金盾股份,,,,,,,,,,,,2014.0
300412.0,2005,迦南科技,,,,,,,,,,,,2014.0
300413.0,2005,芒果超媒,,,,,,,,,,,,2015.0
300414.0,2005,中光防雷,,,,,,,,,,,,2015.0
300415.0,2005,伊之密,,,,,,,,,,,,2015.0
300416.0,2005,苏试试验,,,,,,,,,,,,2015.0
300417.0,2005,南华仪器,,,,,,,,,,,,2015.0
300418.0,2005,昆仑万维,,,,,,,,,,,,2015.0
300419.0,2005,ST 浩丰,,,,,,,,,,,,2015.0
300420.0,2005,五洋自控,,,,,,,,,,,,2015.0
300421.0,2005,力星股份,,,,,,,,,,,,2015.0
300422.0,2005,博世科,,,,,,,,,,,,2015.0
300423.0,2005,昇辉科技,,,,,,,,,,,,2015.0
300424.0,2005,航新科技,,,,,,,,,,,,2015.0
300425.0,2005,中建环能,,,,,,,,,,,,2015.0
300426.0,2005,华智数媒,,,,,,,,,,,,2015.0
300427.0,2005,红相股份,,,,,,,,,,,,2015.0
300428.0,2005,立中集团,,,,,,,,,,,,2015.0
300429.0,2005,强力新材,,,,,,,,,,,,2015.0
300430.0,2005,诚益通,,,,,,,,,,,,2015.0
